priority_class	priority_score	ingredient_id	ingredient_name	evidence_count	reference_count	clinical_trial_count	meta_analysis_count	matched_terms	pubchem_id	inchikey	lincs_mapping_key	cas_id	drugbank_id	identifier_status	review_note	top_evidence_titles
secondary_literature_supported	10.0	HBIN029163	Heriguard	1	1	0	0	colitis;ulcerative colitis	1794427	CWVRJTMFETXNAD-JUHZACGLSA-N	CWVRJTMFETXNAD-JUHZACGLSA-N	202650-88-2	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Chlorogenic Acid and Quercetin in a Diet with Fermentable Fiber Influence Multiple Processes Involved in DSS-Induced Ulcerative Colitis but Do Not Reduce Injury
secondary_literature_supported	10.0	HBIN031581	Juglone	1	1	0	0	colitis;ulcerative colitis	3806	KQPYUDDGWXQXHS-UHFFFAOYSA-N	KQPYUDDGWXQXHS-UHFFFAOYSA-N	481-39-0	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Juglone Suppresses Inflammation and Oxidative Stress in Colitis Mice
secondary_literature_supported	10.0	HBIN032355	Kumujian b	1	1	0	0	colitis;ulcerative colitis	5320161	PGFKZUOYIFDMQJ-UHFFFAOYSA-N	PGFKZUOYIFDMQJ-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Nigakinone alleviates DSS-induced experimental colitis via regulating bile acid profile and FXR/NLRP3 signaling pathways
secondary_literature_supported	10.0	HBIN032371	Kurarinone	1	1	0	0	colitis;ulcerative colitis	11982640	LTTQKYMNTNISSZ-MWTRTKDXSA-N	LTTQKYMNTNISSZ-MWTRTKDXSA-N	34981-26-5	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Total flavonoids of Sophora flavescens and kurarinone ameliorated ulcerative colitis by regulating Th17/Treg cell homeostasis
secondary_literature_supported	10.0	HBIN033803	Luteolin	1	1	0	0	colitis;ulcerative colitis	5280445	IQPNAANSBPBGFQ-UHFFFAOYSA-N	IQPNAANSBPBGFQ-UHFFFAOYSA-N	491-70-3	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Luteolin ameliorates experimental colitis in mice through ERK-mediated suppression of inflammation, apoptosis and autophagy
secondary_literature_supported	10.0	HBIN037568	Nuciferine	1	1	0	0	colitis;ulcerative colitis	10146	ORJVQPIHKOARKV-OAHLLOKOSA-N	ORJVQPIHKOARKV-OAHLLOKOSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Nuciferine alleviates intestinal inflammation by inhibiting MAPK/NF-κB and NLRP3/Caspase 1 pathways in vivo and in vitro
secondary_literature_supported	10.0	HBIN037642	Obacunone	1	1	0	0	colitis;ulcerative colitis	119041	MAYJEFRPIKEYBL-OASIGRBWSA-N	MAYJEFRPIKEYBL-OASIGRBWSA-N	751-03-1	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Obacunone Protects Against Ulcerative Colitis in Mice by Modulating Gut Microbiota, Attenuating TLR4/NF-κB Signaling Cascades, and Improving Disrupted Epithelial Barriers
secondary_literature_supported	10.0	HBIN038919	Patchouli alcohol	1	1	0	0	colitis;ulcerative colitis	10955174	GGHMUJBZYLPWFD-CUZKYEQNSA-N	GGHMUJBZYLPWFD-CUZKYEQNSA-N	5986-55-0	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Patchouli alcohol ameliorates dextran sodium sulfate-induced experimental colitis and suppresses tryptophan catabolism
secondary_literature_supported	10.0	HBIN039240	Perillyl alcohol	1	1	0	0	colitis;ulcerative colitis	10819	NDTYTMIUWGWIMO-UHFFFAOYSA-N	NDTYTMIUWGWIMO-UHFFFAOYSA-N	18457-55-1	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Perillyl alcohol attenuates chronic restraint stress aggravated dextran sulfate sodium-induced ulcerative colitis by modulating TLR4/NF-κB and JAK2/STAT3 signaling pathways
secondary_literature_supported	10.0	HBIN039439	Phellodendrine	1	1	0	0	colitis;ulcerative colitis	3081405	RBBVPNQTBKHOEQ-KKSFZXQISA-O	RBBVPNQTBKHOEQ-KKSFZXQISA-O	6873-13-8	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Phellodendrine promotes autophagy by regulating the AMPK/mTOR pathway and treats ulcerative colitis
secondary_literature_supported	10.0	HBIN040107	Piplartine	1	1	0	0	colitis;ulcerative colitis	637858	VABYUUZNAVQNPG-BQYQJAHWSA-N	VABYUUZNAVQNPG-BQYQJAHWSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Piperlongumine Alleviates Mouse Colitis and Colitis-Associated Colorectal Cancer
secondary_literature_supported	10.0	HBIN042438	Rosmarinic acid	2	2	0	0	colitis	5281792	DOUMFZQKYFQNTF-WUTVXBCWSA-N	DOUMFZQKYFQNTF-WUTVXBCWSA-N	20283-92-5	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	p-Cymene and Rosmarinic Acid Ameliorate TNBS-Induced Intestinal Inflammation Upkeeping ZO-1 and MUC-2: Role of Antioxidant System and Immunomodulation || Rosmarinic acid represses colitis-associated colon cancer: A pivotal involvement of the TLR4-mediated NF-κB-STAT3 axis
secondary_literature_supported	10.0	HBIN044062	Sinapic acid	1	1	0	0	colitis;ulcerative colitis	637775	PCMORTLOPMLEFB-ONEGZZNKSA-N	PCMORTLOPMLEFB-ONEGZZNKSA-N	530-59-6	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Ameliorative Effect of Sinapic Acid on Dextran Sodium Sulfate- (DSS-) Induced Ulcerative Colitis in Kunming (KM) Mice
secondary_literature_supported	10.0	HBIN045566	Tatarine	1	1	0	0	colitis;ulcerative colitis	1123	XOAAWQZATWQOTB-UHFFFAOYSA-N	XOAAWQZATWQOTB-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Taurine Attenuates Carcinogenicity in Ulcerative Colitis-Colorectal Cancer Mouse Model
secondary_literature_supported	10.0	HBIN046423	Tiliroside	1	1	0	0	colitis;ulcerative colitis	5320686	DVGGLGXQSFURLP-VWMSDXGPSA-N	DVGGLGXQSFURLP-VWMSDXGPSA-N	20316-62-5	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Tiliroside Ameliorates Ulcerative Colitis by Restoring the M1/M2 Macrophage Balance via the HIF-1α/glycolysis Pathway
secondary_literature_supported	10.0	HBIN047173	Triptolide	1	1	0	0	colitis;ulcerative colitis	107985	DFBIRQPKNDILPW-CIVMWXNOSA-N	DFBIRQPKNDILPW-CIVMWXNOSA-N	38748-32-2	DB12025	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Dendritic cell combination therapy reduces the toxicity of triptolide and ameliorates colitis in murine models
secondary_literature_supported	10.0	HBIN047613	Ursolic acid	1	1	0	0	colitis;ulcerative colitis	64945	WCGUUGGRBIKTOS-GPOJBZKASA-N	WCGUUGGRBIKTOS-GPOJBZKASA-N	77-52-1	DB15588	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Ursolic Acid Protects Sodium Dodecyl Sulfate-Induced Drosophila Ulcerative Colitis Model by Inhibiting the JNK Signaling
secondary_literature_supported	9.0	HBIN007410	3,4-dihydroxyphenethyl alcohol	1	1	0	0	inflammatory bowel disease	82755	JUUBCHWRXWPFFH-UHFFFAOYSA-N	JUUBCHWRXWPFFH-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	3,4-Dihydroxyphenylethanol (DPE or Hydroxytyrosol) Counteracts ERK1/2 and mTOR Activation, Pro-Inflammatory Cytokine Release, Autophagy and Mitophagy Reduction Mediated by Benzo[a]pyrene in Primary Human Colonic Epithelial Cells
secondary_literature_supported	9.0	HBIN015866	Ammidin	1	1	0	0	colitis;inflammatory bowel disease	10212	OLOOJGVNMBJLLR-UHFFFAOYSA-N	OLOOJGVNMBJLLR-UHFFFAOYSA-N	482-44-0	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Activating the pregnane X receptor by imperatorin attenuates dextran sulphate sodium-induced colitis in mice
secondary_literature_supported	9.0	HBIN016600	Arbutin	1	1	0	0	colitis;inflammatory bowel disease	440936	BJRNKVDFDLYUGJ-RMPHRYRLSA-N	BJRNKVDFDLYUGJ-RMPHRYRLSA-N	497-76-7	DB11217	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Arbutin Ameliorates Murine Colitis by Inhibiting JAK2 Signaling Pathway
secondary_literature_supported	9.0	HBIN018208	Betanin	1	1	0	0	colitis;inflammatory bowel disease	6540685	CTMLKIKAUFEMLE-FTNGGYTGSA-N	CTMLKIKAUFEMLE-FTNGGYTGSA-N	7659-95-2	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Stimulation of autophagy prevents intestinal mucosal inflammation and ameliorates murine colitis
secondary_literature_supported	9.0	HBIN019458	Cambogin	1	1	0	0	colitis;inflammatory bowel disease	11135781	KXTNVBQRLRYVCO-LPSZMIQCSA-N	KXTNVBQRLRYVCO-LPSZMIQCSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Cambogin suppresses dextran sulphate sodium-induced colitis by enhancing Treg cell stability and function
secondary_literature_supported	9.0	HBIN019759	Carnosol	1	1	0	0	inflammatory bowel disease	442009	XUSYGBPHQBWGAD-PJSUUKDQSA-N	XUSYGBPHQBWGAD-PJSUUKDQSA-N	5957-80-2	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Differential activation of pregnane X receptor by carnosic acid, carnosol, ursolic acid, and rosmarinic acid
secondary_literature_supported	9.0	HBIN019909	Catalpol	1	1	0	0	colitis;inflammatory bowel disease	91520	LHDWRKICQLTVDL-PZYDOOQISA-N	LHDWRKICQLTVDL-PZYDOOQISA-N	2415-24-9	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Activation of sirtuin 1 by catalpol-induced down-regulation of microRNA-132 attenuates endoplasmic reticulum stress in colitis
secondary_literature_supported	9.0	HBIN021561	Corylin	1	1	0	0	colitis;inflammatory bowel disease	5316097	PWAACAMQKVIVPZ-UHFFFAOYSA-N	PWAACAMQKVIVPZ-UHFFFAOYSA-N	53947-92-5	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Modulation of Gut Microbiota Combined with Upregulation of Intestinal Tight Junction Explains Anti-Inflammatory Effect of Corylin on Colitis-Associated Cancer in Mice
secondary_literature_supported	9.0	HBIN024184	Diosmetin	1	1	0	0	colitis;inflammatory bowel disease	5281612	MBNGWHIJMBWFHU-UHFFFAOYSA-N	MBNGWHIJMBWFHU-UHFFFAOYSA-N	520-34-3	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Diosmetin has therapeutic efficacy in colitis regulating gut microbiota, inflammation, and oxidative stress via the circ-Sirt1/Sirt1 axis
secondary_literature_supported	9.0	HBIN026264	Evodiamine	1	1	0	0	colitis;inflammatory bowel disease	442088	TXDUTHBFYKGSAH-SFHVURJKSA-N	TXDUTHBFYKGSAH-SFHVURJKSA-N	518-17-2	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Evodiamine Attenuates Experimental Colitis Injury Via Activating Autophagy and Inhibiting NLRP3 Inflammasome Assembly
secondary_literature_supported	9.0	HBIN028034	Glucoraphanin	1	1	0	0	colitis;inflammatory bowel disease	9548634	GMMLNKINDDUDCF-RFOBZYEESA-N	GMMLNKINDDUDCF-RFOBZYEESA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Broccoli-Derived Glucoraphanin Activates AMPK/PGC1α/NRF2 Pathway and Ameliorates Dextran-Sulphate-Sodium-Induced Colitis in Mice
secondary_literature_supported	9.0	HBIN030108	Indirubin	1	1	0	0	enteritis;inflammatory bowel disease	10177	JNLNPCNGMHKCKO-UHFFFAOYSA-N	JNLNPCNGMHKCKO-UHFFFAOYSA-N	479-41-4	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Indirubin regulates T cell differentiation by promoting αVβ8 expression in bone marrow-derived dendritic cells to alleviate inflammatory bowel disease
secondary_literature_supported	9.0	HBIN033198	Ligustilide	1	1	0	0	colitis;inflammatory bowel disease	5319022	IQVQXVFMNOFTMU-FLIBITNWSA-N	IQVQXVFMNOFTMU-FLIBITNWSA-N	4431-01-0	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Systems pharmacology approach uncovers Ligustilide attenuates experimental colitis in mice by inhibiting PPARγ-mediated inflammation pathways
secondary_literature_supported	9.0	HBIN034421	Mannose	1	1	0	0	colitis;inflammatory bowel disease	18950	WQZGKKKJIJFFOK-QTVWNMPRSA-N	WQZGKKKJIJFFOK-QTVWNMPRSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Mannose metabolism normalizes gut homeostasis by blocking the TNF-α-mediated proinflammatory circuit
secondary_literature_supported	9.0	HBIN038387	Osthol	1	1	0	0	inflammatory bowel disease	10228	MBRLOUHOWLUMFF-UHFFFAOYSA-N	MBRLOUHOWLUMFF-UHFFFAOYSA-N	484-12-8; 484-4-12-8	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Effects of Osthole on Inflammatory Gene Expression and Cytokine Secretion in Histamine-Induced Inflammation in the Caco-2 Cell Line
secondary_literature_supported	9.0	HBIN038488	Oxymatrine	1	1	0	0	colitis;inflammatory bowel disease	114850	XVPBINOPNYFXID-LHDUFFHYSA-N	XVPBINOPNYFXID-LHDUFFHYSA-N	16837-52-8	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Oxymatrine ameliorated experimental colitis via mechanisms involving inflammatory DCs, gut microbiota and TLR/NF-κB pathway
secondary_literature_supported	9.0	HBIN040271	Plumericin	1	1	0	0	colitis;inflammatory bowel disease	5281545	VFXXNAVZODKBIW-JKXVGBJFSA-N	VFXXNAVZODKBIW-JKXVGBJFSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Plumericin prevents intestinal inflammation and oxidative stress in vitro and in vivo
background_or_control	9.0	HBIN040827	Propanoic acid	1	0	0	1	colitis;crohn;ulcerative colitis	1032	XBDQKXXYIPTUBI-UHFFFAOYSA-N	XBDQKXXYIPTUBI-UHFFFAOYSA-N	NA	DB03766	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Systematic review of the effects of Bifidobacterium lactis CNCM I-2494 in fermented dairy product by lactic acid bacteria on gastrointestinal discomfort in the general population
secondary_literature_supported	9.0	HBIN042657	Rutaecarpine	1	1	0	0	colitis;inflammatory bowel disease	65752	ACVGWSKVRYFWRP-UHFFFAOYSA-N	ACVGWSKVRYFWRP-UHFFFAOYSA-N	84-26-4	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Rutaecarpine inhibits KEAP1-NRF2 interaction to activate NRF2 and ameliorate dextran sulfate sodium-induced colitis
secondary_literature_supported	9.0	HBIN042670	Rutin	1	1	0	0	colitis;inflammatory bowel disease	5280805	IKGXIBQEEMLURG-NVPNHPEKSA-N	IKGXIBQEEMLURG-NVPNHPEKSA-N	153-18-4	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Rutin has intestinal antiinflammatory effects in the CD4+ CD62L+ T cell transfer model of colitis
secondary_literature_supported	9.0	HBIN043028	Sanguinarine	1	1	0	0	colitis;inflammatory bowel disease	5154	INVGWHRKADIJHF-UHFFFAOYSA-N	INVGWHRKADIJHF-UHFFFAOYSA-N	2447-54-3	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Sanguinarine protects against indomethacin-induced small intestine injury in rats by regulating the Nrf2/NF-κB pathways
secondary_literature_supported	9.0	HBIN043798	Sesamin	1	1	0	0	colitis;inflammatory bowel disease	72307	PEYUIKBAABKQKQ-AFHBHXEDSA-N	PEYUIKBAABKQKQ-AFHBHXEDSA-N	607-80-7	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Sesamin protects against DSS-induced colitis in mice by inhibiting NF-κB and MAPK signaling pathways
deprioritize_low_tcm_specificity_or_conventional	9.0	HBIN048048	Vitamin d	29	0	1	28	colitis;crohn;inflammatory bowel disease;ulcerative colitis	12895043	FCKJYANJHNLEEP-OIMXRAFZSA-N	FCKJYANJHNLEEP-OIMXRAFZSA-N	NA	DB11094	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Oral Nano Vitamin D Supplementation Efficacy in Inflammatory Bowel Disease || The relationship between vitamin D deficiency and ethnicity in the adult population: a systematic review of the prevalence of hypovitaminosis D || The impact of vitamin D supplementation on fractures, falls and mortality: an umbrella review of systematic reviews and meta-analyses of randomized controlled trials || Effect of vitamin D supplementation on patient reported outcomes in patients with inflammatory bowel disease: a systematic review || A CompaRative Meta-Analysis of Treating Autoimmune Thyroiditis Using Vitamin D, Selenium or Both
secondary_literature_supported	9.0	HBIN048412	Wuweizisu c	1	1	0	0	inflammatory bowel disease	443027	HTBWBWWADZJXID-TXEJJXNPSA-N	HTBWBWWADZJXID-TXEJJXNPSA-N	61301-33-5	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Schisandrin C improves leaky gut conditions in intestinal cell monolayer, organoid, and nematode models by increasing tight junction protein expression
secondary_literature_supported	8.0	HBIN020281	Chenodeoxycholic acid	1	1	0	0	crohn	10133	RUDATBOHQWOJDD-BSWAIDMHSA-N	RUDATBOHQWOJDD-BSWAIDMHSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Inhibition of CFTR-mediated intestinal chloride secretion as potential therapy for bile acid diarrhea
background_or_control	8.0	HBIN030233	Inulin	3	0	0	3	inflammatory bowel disease	44630352	GJJZLLGOZQMFSQ-ZDNJPGIUSA-N	GJJZLLGOZQMFSQ-ZDNJPGIUSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Effect of inulin-type fructans intake on lipid profile and glucose level, a systematic review and meta-analysis of randomized controlled trials || Systematic review and meta-analysis of the effect of inulin-type fructans on glycometabolism index: an update || The prebiotic potential of inulin-type fructans: a systematic review
background_or_control	7.0	HBIN028191	Glycyrrhizin	1	0	0	1	colitis;ulcerative colitis	14982	LPLVUJXQOOQHMX-QWBHMCJMSA-N	LPLVUJXQOOQHMX-QWBHMCJMSA-N	103000-77-7	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Anti-inflammatory activity and safety of compound glycyrrhizin in ulcerative colitis: A systematic review and meta-analysis of randomized controlled trials.
background_or_control	7.0	HBIN043546	Se	2	0	0	2	colitis;inflammatory bowel disease	6326970	BUGBHKTXTAQXES-UHFFFAOYSA-N	BUGBHKTXTAQXES-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	A CompaRative Meta-Analysis of Treating Autoimmune Thyroiditis Using Vitamin D, Selenium or Both || Selenium for the prevention of preterm birth: a systematic review
background_or_control	7.0	HBIN047610	Ursodeoxycholic acid	2	0	0	2	enteritis;inflammatory bowel disease	31401	RUDATBOHQWOJDD-UZVSRGJWSA-N	RUDATBOHQWOJDD-UZVSRGJWSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Role of Ursodeoxycholic acid in prevention of gallstones formation in bariatric patients || The role of Ursodeoxycholic acid in the management of upper gastrointestinal disorders: A Systematic review.
secondary_literature_supported	6.0	HBIN003500	20-(s)-ginsenoside-rg3	1	1	0	0	proctitis	9918693	RWXIFXNRCLMQCD-JBVRGBGGSA-N	RWXIFXNRCLMQCD-JBVRGBGGSA-N	14197-60-5	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Ginsenoside Rg3 treats acute radiation proctitis through the TLR4/MyD88/NF-κB pathway and regulation of intestinal flora
secondary_literature_supported	6.0	HBIN014230	Abk	1	1	0	0	colitis	5280896	JLIDBLDQVAYHNE-YKALOCIXSA-N	JLIDBLDQVAYHNE-YKALOCIXSA-N	21293-29-8	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Abscisic acid suppresses the activation of NLRP3 inflammasome and oxidative stress in murine allergic airway inflammation
secondary_literature_supported	6.0	HBIN015074	Albiflorin	1	1	0	0	enteritis	24868421	QQUHMASGPODSIW-ICECTASOSA-N	QQUHMASGPODSIW-ICECTASOSA-N	39011-90-0	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Albiflorin ameliorates inflammation and oxidative stress by regulating the NF-κB/NLRP3 pathway in Methotrexate-induced enteritis
secondary_literature_supported	6.0	HBIN015902	Ampeloptin	1	1	0	0	colitis	161557	KJXSIXMJHKAJOD-LSDHHAIUSA-N	KJXSIXMJHKAJOD-LSDHHAIUSA-N	NA	DB15645	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Dihydromyricetin improves DSS-induced colitis in mice via modulation of fecal-bacteria-related bile acid metabolism
secondary_literature_supported	6.0	HBIN016019	Andrographolide	1	1	0	0	colitis	5318517	BOJKULTULYSRAS-OTESTREVSA-N	BOJKULTULYSRAS-OTESTREVSA-N	5508-58-7	DB05767	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Protective effect of Andrographolide on 5-Fu induced intestinal mucositis by regulating p38 MAPK signaling pathway
background_or_control	6.0	HBIN016275	Anthocyanin	1	0	0	1	inflammatory bowel disease	145858	NWKFECICNXDNOQ-UHFFFAOYSA-N	NWKFECICNXDNOQ-UHFFFAOYSA-N	11029-12-2	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Effects of anthocyanin on parameters of intestinal health: a systematic review
secondary_literature_supported	6.0	HBIN016609	Arctigenin	1	1	0	0	colitis	64981	NQWVSMVXKMHKTF-JKSUJKDBSA-N	NQWVSMVXKMHKTF-JKSUJKDBSA-N	7770-78-7	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Arctigenin disrupts NLRP3 inflammasome assembly in colonic macrophages via downregulating fatty acid oxidation to prevent colitis-associated cancer
secondary_literature_supported	6.0	HBIN017927	Berlambine	1	1	0	0	colitis	11066	ZHYQCBCBTQWPLC-UHFFFAOYSA-N	ZHYQCBCBTQWPLC-UHFFFAOYSA-N	549-21-3	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Oxyberberine, a novel gut microbiota-mediated metabolite of berberine, possesses superior anti-colitis effect: Impact on intestinal epithelial barrier, gut microbiota profile and TLR4-MyD88-NF-κB pathway
background_or_control	6.0	HBIN018507	Bile acid	1	0	0	1	inflammatory bowel disease	439520	BHQCQFFYRZLCQQ-UMZBRFQRSA-N	BHQCQFFYRZLCQQ-UMZBRFQRSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Bile acid sequestrants in inflammatory bowel disease
secondary_literature_supported	6.0	HBIN018620	Bisdemethoxycurcumin	1	1	0	0	colitis	5315472	PREBVFJICNPEKM-YDWXAUTNSA-N	PREBVFJICNPEKM-YDWXAUTNSA-N	24939-16-0; 91884-88-7	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Bisdemethoxycurcumin Alleviates Dextran Sodium Sulfate-Induced Colitis via Inhibiting NLRP3 Inflammasome Activation and Modulating the Gut Microbiota in Mice
secondary_literature_supported	6.0	HBIN019550	Cannabichromene	1	1	0	0	colitis	30219	UVOLYTDXHDXWJU-UHFFFAOYSA-N	UVOLYTDXHDXWJU-UHFFFAOYSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	The cannabinoid TRPA1 agonist cannabichromene inhibits nitric oxide production in macrophages and ameliorates murine colitis
secondary_literature_supported	6.0	HBIN021403	Convallatoxin	1	1	0	0	colitis	441852	HULMNSIAKWANQO-JQKSAQOKSA-N	HULMNSIAKWANQO-JQKSAQOKSA-N	508-75-8	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Convallatoxin inhibits IL-1β production by suppressing zinc finger protein 91 (ZFP91)-mediated pro-IL-1β ubiquitination and caspase-8 inflammasome activity
secondary_literature_supported	6.0	HBIN023356	Deoxycholic acid	1	1	0	0	colitis	222528	KXGVEGMKQFWNSR-LLQZFEROSA-N	KXGVEGMKQFWNSR-LLQZFEROSA-N	83-44-3	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Cholecystectomy promotes colon carcinogenesis by activating the Wnt signaling pathway by increasing the deoxycholic acid level
secondary_literature_supported	6.0	HBIN025026	Embelin	1	1	0	0	colitis	3218	IRSFLDGTOHBADP-UHFFFAOYSA-N	IRSFLDGTOHBADP-UHFFFAOYSA-N	550-24-3	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Embelin impairs the accumulation and activation of MDSCs in colitis-associated tumorigenesis
secondary_literature_supported	6.0	HBIN025796	Esculetin	1	1	0	0	colitis	5281416	ILEDWLMCKZNDJK-UHFFFAOYSA-N	ILEDWLMCKZNDJK-UHFFFAOYSA-N	305-01-1	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Aesculetin exhibited anti-inflammatory activities through inhibiting NF-кB and MAPKs pathway in vitro and in vivo
secondary_literature_supported	6.0	HBIN027003	Galangin	1	1	0	0	colitis	5281616	VCCRNZQBSJXYJD-UHFFFAOYSA-N	VCCRNZQBSJXYJD-UHFFFAOYSA-N	548-83-4	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Targeting oxidative stress, apoptosis, and autophagy by galangin mitigates cadmium-induced renal damage: Role of SIRT1/Nrf2 and AMPK/mTOR pathways
background_or_control	6.0	HBIN027456	Genistein	1	0	0	1	inflammatory bowel disease	5280961	TZBJGXHYKVUXJN-UHFFFAOYSA-N	TZBJGXHYKVUXJN-UHFFFAOYSA-N	446-72-0	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Effects of genistein on intestinal health in murine models: a systematic review
secondary_literature_supported	6.0	HBIN027739	Ginsenoside rd	1	1	0	0	colitis	11679800	RLDVZILFNVRJTL-IWFVLDDISA-N	RLDVZILFNVRJTL-IWFVLDDISA-N	52705-93-8	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Bifidobacteria-Fermented Red Ginseng and Its Constituents Ginsenoside Rd and Protopanaxatriol Alleviate Anxiety/Depression in Mice by the Amelioration of Gut Dysbiosis
secondary_literature_supported	6.0	HBIN029922	Icariin	1	1	0	0	colitis	5318997	TZJALUIVHRYQQB-XLRXWWTNSA-N	TZJALUIVHRYQQB-XLRXWWTNSA-N	489-32-7	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Relief Effects of Icariin on Inflammation-Induced Decrease of Tight Junctions in Intestinal Epithelial Cells
secondary_literature_supported	6.0	HBIN030757	Isogambogenicacid	1	1	0	0	colitis	101389903	RCWNBHCZYXWDOV-SDNKGDDVSA-N	RCWNBHCZYXWDOV-SDNKGDDVSA-N	NA	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Gambogenic Acid Induces Endoplasmic Reticulum Stress in Colorectal Cancer via the Aurora A Pathway
deprioritize_low_tcm_specificity_or_conventional	6.0	HBIN032689	L-ascorbic acid	2	0	2	0	colitis;enteritis;ulcerative colitis	54670067	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	NA	NA	pubchem_and_inchikey	do not use as primary TCM candidate without special rationale	Echinacea, Propolis and Vitamin C for URI Prevention in Preschoolers || Comparison of 4L Polyethylene Glycol and 2L Polyethylene Glycol With Ascorbic Acid in Inactive UC Patients
secondary_literature_supported	6.0	HBIN034656	Melanin	1	1	0	0	colitis	6325610	XUMBMVFBXHLACL-UHFFFAOYSA-N	XUMBMVFBXHLACL-UHFFFAOYSA-N	8049-97-6	NA	pubchem_and_inchikey	manual safety and TCM-source review required before claims	Orally administered melanin from Sepiapharaonis ink ameliorates depression-anxiety-like behaviors in DSS-induced colitis by mediating inflammation pathway and regulating apoptosis
